Quarter,Industry,Sex,Employment status,Value,Flags
"Jun-05","Retail trade","Total","Full time employees",89700,
"Mar-05","Retail trade","Total","Full time employees",94200,
"Dec-04","Retail trade","Total","Full time employees",93000,
"Sep-04","Retail trade","Total","Full time employees",87700,
"Jun-04","Retail trade","Total","Full time employees",84500,
"Mar-04","Retail trade","Total","Full time employees",85600,
"Dec-03","Retail trade","Total","Full time employees",88100,
"Sep-03","Retail trade","Total","Full time employees",86700,
"Jun-03","Retail trade","Total","Full time employees",86000,
"Mar-03","Retail trade","Total","Full time employees",86000,
"Dec-02","Retail trade","Total","Full time employees",84100,
"Sep-02","Retail trade","Total","Full time employees",82300,
"Jun-02","Retail trade","Total","Full time employees",81800,
"Mar-02","Retail trade","Total","Full time employees",81200,
"Dec-01","Retail trade","Total","Full time employees",80300,
"Sep-01","Retail trade","Total","Full time employees",78500,
"Jun-01","Retail trade","Total","Full time employees",76800,
"Mar-01","Retail trade","Total","Full time employees",76300,
"Dec-00","Retail trade","Total","Full time employees",76000,
"Sep-00","Retail trade","Total","Full time employees",74600,
"Jun-00","Retail trade","Total","Full time employees",72000,
"Mar-00","Retail trade","Total","Full time employees",74000,
"Sep-15","Accommodation and food services","Total","Full time employees",46000,
"Jun-15","Accommodation and food services","Total","Full time employees",44800,
"Mar-15","Accommodation and food services","Total","Full time employees",48500,
"Dec-14","Accommodation and food services","Total","Full time employees",45600,
"Sep-14","Accommodation and food services","Total","Full time employees",45500,
"Jun-14","Accommodation and food services","Total","Full time employees",45600,
"Mar-14","Accommodation and food services","Total","Full time employees",45400,
"Dec-13","Accommodation and food services","Total","Full time employees",42100,
"Sep-13","Accommodation and food services","Total","Full time employees",40700,
"Jun-13","Accommodation and food services","Total","Full time employees",38400,
"Mar-13","Accommodation and food services","Total","Full time employees",40200,
"Dec-12","Accommodation and food services","Total","Full time employees",39500,
"Sep-12","Accommodation and food services","Total","Full time employees",38100,
"Jun-12","Accommodation and food services","Total","Full time employees",35100,
"Mar-12","Accommodation and food services","Total","Full time employees",37000,
"Dec-11","Accommodation and food services","Total","Full time employees",38300,
"Sep-11","Accommodation and food services","Total","Full time employees",35800,
"Jun-11","Accommodation and food services","Total","Full time employees",34500,
"Mar-11","Accommodation and food services","Total","Full time employees",38800,
"Dec-10","Accommodation and food services","Total","Full time employees",40000,
"Sep-10","Accommodation and food services","Total","Full time employees",38300,
"Jun-10","Accommodation and food services","Total","Full time employees",39000,
"Mar-10","Accommodation and food services","Total","Full time employees",44100,
"Dec-09","Accommodation and food services","Total","Full time employees",41700,
"Sep-09","Accommodation and food services","Total","Full time employees",41200,
"Jun-09","Accommodation and food services","Total","Full time employees",41400,
"Mar-09","Accommodation and food services","Total","Full time employees",43900,
"Dec-08","Accommodation and food services","Total","Full time employees",44200,
"Sep-08","Accommodation and food services","Total","Full time employees",44300,
"Jun-08","Accommodation and food services","Total","Full time employees",43100,
"Mar-08","Accommodation and food services","Total","Full time employees",44700,
"Dec-07","Accommodation and food services","Total","Full time employees",47000,
"Sep-07","Accommodation and food services","Total","Full time employees",43500,
"Jun-07","Accommodation and food services","Total","Full time employees",41800,
"Mar-07","Accommodation and food services","Total","Full time employees",42900,
"Dec-06","Accommodation and food services","Total","Full time employees",42500,
"Sep-06","Accommodation and food services","Total","Full time employees",38400,
"Jun-06","Accommodation and food services","Total","Full time employees",39100,
"Mar-06","Accommodation and food services","Total","Full time employees",40500,
"Dec-05","Accommodation and food services","Total","Full time employees",40600,
"Sep-05","Accommodation and food services","Total","Full time employees",38700,
"Jun-05","Accommodation and food services","Total","Full time employees",37900,
"Mar-05","Accommodation and food services","Total","Full time employees",38100,
"Dec-04","Accommodation and food services","Total","Full time employees",35500,
"Sep-04","Accommodation and food services","Total","Full time employees",34600,
"Jun-04","Accommodation and food services","Total","Full time employees",33500,
"Mar-04","Accommodation and food services","Total","Full time employees",37000,
"Dec-03","Accommodation and food services","Total","Full time employees",35400,
"Sep-03","Accommodation and food services","Total","Full time employees",32000,
"Jun-03","Accommodation and food services","Total","Full time employees",32900,
"Mar-03","Accommodation and food services","Total","Full time employees",36700,
"Dec-02","Accommodation and food services","Total","Full time employees",33200,
"Sep-02","Accommodation and food services","Total","Full time employees",32200,
"Jun-02","Accommodation and food services","Total","Full time employees",31500,
"Mar-02","Accommodation and food services","Total","Full time employees",31900,
"Dec-01","Accommodation and food services","Total","Full time employees",32000,
"Sep-01","Accommodation and food services","Total","Full time employees",31000,
"Jun-01","Accommodation and food services","Total","Full time employees",30400,
"Mar-01","Accommodation and food services","Total","Full time employees",29700,
"Dec-00","Accommodation and food services","Total","Full time employees",30400,
"Sep-00","Accommodation and food services","Total","Full time employees",30600,
"Jun-00","Accommodation and food services","Total","Full time employees",29700,
"Mar-00","Accommodation and food services","Total","Full time employees",30600,
"Sep-15","Transport, postal and warehousing","Total","Full time employees",65700,
"Jun-15","Transport, postal and warehousing","Total","Full time employees",64700,
"Mar-15","Transport, postal and warehousing","Total","Full time employees",67600,
"Dec-14","Transport, postal and warehousing","Total","Full time employees",66300,
"Sep-14","Transport, postal and warehousing","Total","Full time employees",62200,
"Jun-14","Transport, postal and warehousing","Total","Full time employees",62900,
"Mar-14","Transport, postal and warehousing","Total","Full time employees",62600,
"Dec-13","Transport, postal and warehousing","Total","Full time employees",60500,
"Sep-13","Transport, postal and warehousing","Total","Full time employees",61000,
"Jun-13","Transport, postal and warehousing","Total","Full time employees",59100,
"Mar-13","Transport, postal and warehousing","Total","Full time employees",59300,
"Dec-12","Transport, postal and warehousing","Total","Full time employees",61400,
"Sep-12","Transport, postal and warehousing","Total","Full time employees",60100,
"Jun-12","Transport, postal and warehousing","Total","Full time employees",61300,
"Mar-12","Transport, postal and warehousing","Total","Full time employees",61800,
"Dec-11","Transport, postal and warehousing","Total","Full time employees",61700,
"Sep-11","Transport, postal and warehousing","Total","Full time employees",58800,
"Jun-11","Transport, postal and warehousing","Total","Full time employees",58100,
"Mar-11","Transport, postal and warehousing","Total","Full time employees",59300,
"Dec-10","Transport, postal and warehousing","Total","Full time employees",55900,
"Sep-10","Transport, postal and warehousing","Total","Full time employees",55900,
"Jun-10","Transport, postal and warehousing","Total","Full time employees",55500,
"Mar-10","Transport, postal and warehousing","Total","Full time employees",56400,
"Dec-09","Transport, postal and warehousing","Total","Full time employees",53600,
"Sep-09","Transport, postal and warehousing","Total","Full time employees",52400,
"Jun-09","Transport, postal and warehousing","Total","Full time employees",53900,
"Mar-09","Transport, postal and warehousing","Total","Full time employees",53600,
"Dec-08","Transport, postal and warehousing","Total","Full time employees",54600,
"Sep-08","Transport, postal and warehousing","Total","Full time employees",54300,
"Jun-08","Transport, postal and warehousing","Total","Full time employees",58100,
"Mar-08","Transport, postal and warehousing","Total","Full time employees",55600,
"Dec-07","Transport, postal and warehousing","Total","Full time employees",54400,
"Sep-07","Transport, postal and warehousing","Total","Full time employees",53700,
"Jun-07","Transport, postal and warehousing","Total","Full time employees",55900,
"Mar-07","Transport, postal and warehousing","Total","Full time employees",55200,
"Dec-06","Transport, postal and warehousing","Total","Full time employees",55400,
"Sep-06","Transport, postal and warehousing","Total","Full time employees",56900,
"Jun-06","Transport, postal and warehousing","Total","Full time employees",59100,
"Mar-06","Transport, postal and warehousing","Total","Full time employees",56000,
"Dec-05","Transport, postal and warehousing","Total","Full time employees",54700,
"Sep-05","Transport, postal and warehousing","Total","Full time employees",54200,
"Jun-05","Transport, postal and warehousing","Total","Full time employees",47700,
"Mar-05","Transport, postal and warehousing","Total","Full time employees",50700,
"Dec-04","Transport, postal and warehousing","Total","Full time employees",51300,
"Sep-04","Transport, postal and warehousing","Total","Full time employees",50600,
"Jun-04","Transport, postal and warehousing","Total","Full time employees",51900,
"Mar-04","Transport, postal and warehousing","Total","Full time employees",50000,
"Dec-03","Transport, postal and warehousing","Total","Full time employees",51500,
"Sep-03","Transport, postal and warehousing","Total","Full time employees",51200,
"Jun-03","Transport, postal and warehousing","Total","Full time employees",52100,
"Mar-03","Transport, postal and warehousing","Total","Full time employees",49400,
"Dec-02","Transport, postal and warehousing","Total","Full time employees",50000,
"Sep-02","Transport, postal and warehousing","Total","Full time employees",48500,
"Jun-02","Transport, postal and warehousing","Total","Full time employees",50600,
"Mar-02","Transport, postal and warehousing","Total","Full time employees",49600,
"Dec-01","Transport, postal and warehousing","Total","Full time employees",48800,
"Sep-01","Transport, postal and warehousing","Total","Full time employees",47600,
"Jun-01","Transport, postal and warehousing","Total","Full time employees",49000,
"Mar-01","Transport, postal and warehousing","Total","Full time employees",46400,
"Dec-00","Transport, postal and warehousing","Total","Full time employees",46800,
"Sep-00","Transport, postal and warehousing","Total","Full time employees",45600,
"Jun-00","Transport, postal and warehousing","Total","Full time employees",49700,
"Mar-00","Transport, postal and warehousing","Total","Full time employees",46900,
"Sep-15","Information media and telecommunications","Total","Full time employees",24600,
"Jun-15","Information media and telecommunications","Total","Full time employees",23900,
"Mar-15","Information media and telecommunications","Total","Full time employees",25100,
"Dec-14","Information media and telecommunications","Total","Full time employees",26800,
"Sep-14","Information media and telecommunications","Total","Full time employees",25100,
"Jun-14","Information media and telecommunications","Total","Full time employees",25400,
"Mar-14","Information media and telecommunications","Total","Full time employees",26600,
"Dec-13","Information media and telecommunications","Total","Full time employees",25000,
"Sep-13","Information media and telecommunications","Total","Full time employees",24700,
"Jun-13","Information media and telecommunications","Total","Full time employees",23700,
"Mar-13","Information media and telecommunications","Total","Full time employees",24200,
"Dec-12","Information media and telecommunications","Total","Full time employees",24200,
"Sep-12","Information media and telecommunications","Total","Full time employees",25200,
"Jun-12","Information media and telecommunications","Total","Full time employees",25600,
"Mar-12","Information media and telecommunications","Total","Full time employees",24800,
"Dec-11","Information media and telecommunications","Total","Full time employees",25200,
"Sep-11","Information media and telecommunications","Total","Full time employees",25900,
"Jun-11","Information media and telecommunications","Total","Full time employees",25700,
"Mar-11","Information media and telecommunications","Total","Full time employees",25800,
"Dec-10","Information media and telecommunications","Total","Full time employees",26400,
"Sep-10","Information media and telecommunications","Total","Full time employees",26900,
"Jun-10","Information media and telecommunications","Total","Full time employees",26300,
"Mar-10","Information media and telecommunications","Total","Full time employees",25500,
"Dec-09","Information media and telecommunications","Total","Full time employees",25600,
"Sep-09","Information media and telecommunications","Total","Full time employees",25600,
"Jun-09","Information media and telecommunications","Total","Full time employees",27600,
"Mar-09","Information media and telecommunications","Total","Full time employees",28200,
"Dec-08","Information media and telecommunications","Total","Full time employees",28200,
"Sep-08","Information media and telecommunications","Total","Full time employees",27900,
"Jun-08","Information media and telecommunications","Total","Full time employees",28400,
"Mar-08","Information media and telecommunications","Total","Full time employees",28300,
"Dec-07","Information media and telecommunications","Total","Full time employees",26900,
"Sep-07","Information media and telecommunications","Total","Full time employees",26400,
"Jun-07","Information media and telecommunications","Total","Full time employees",26400,
"Mar-07","Information media and telecommunications","Total","Full time employees",26700,
"Dec-06","Information media and telecommunications","Total","Full time employees",26300,
"Sep-06","Information media and telecommunications","Total","Full time employees",26100,
"Jun-06","Information media and telecommunications","Total","Full time employees",26900,
"Mar-06","Information media and telecommunications","Total","Full time employees",26400,
"Dec-05","Information media and telecommunications","Total","Full time employees",24900,
"Sep-05","Information media and telecommunications","Total","Full time employees",24600,
"Jun-05","Information media and telecommunications","Total","Full time employees",23100,
"Mar-05","Information media and telecommunications","Total","Full time employees",23900,
"Dec-04","Information media and telecommunications","Total","Full time employees",23200,
"Sep-04","Information media and telecommunications","Total","Full time employees",22800,
"Jun-04","Information media and telecommunications","Total","Full time employees",23200,
"Mar-04","Information media and telecommunications","Total","Full time employees",22900,
"Dec-03","Information media and telecommunications","Total","Full time employees",22100,
"Sep-03","Information media and telecommunications","Total","Full time employees",21500,
"Jun-03","Information media and telecommunications","Total","Full time employees",21600,
"Mar-03","Information media and telecommunications","Total","Full time employees",21400,
"Dec-02","Information media and telecommunications","Total","Full time employees",21200,
"Sep-02","Information media and telecommunications","Total","Full time employees",20500,
"Jun-02","Information media and telecommunications","Total","Full time employees",21200,
"Mar-02","Information media and telecommunications","Total","Full time employees",21400,
"Dec-01","Information media and telecommunications","Total","Full time employees",20800,
"Sep-01","Information media and telecommunications","Total","Full time employees",20200,
"Jun-01","Information media and telecommunications","Total","Full time employees",20600,
"Mar-01","Information media and telecommunications","Total","Full time employees",20200,
"Dec-00","Information media and telecommunications","Total","Full time employees",19800,
"Sep-00","Information media and telecommunications","Total","Full time employees",19400,
"Jun-00","Information media and telecommunications","Total","Full time employees",20200,
"Mar-00","Information media and telecommunications","Total","Full time employees",19900,
"Sep-15","Financial and insurance services","Total","Full time employees",48600,
"Jun-15","Financial and insurance services","Total","Full time employees",48400,
"Mar-15","Financial and insurance services","Total","Full time employees",48600,
"Dec-14","Financial and insurance services","Total","Full time employees",45900,
"Sep-14","Financial and insurance services","Total","Full time employees",45900,
"Jun-14","Financial and insurance services","Total","Full time employees",44800,
"Mar-14","Financial and insurance services","Total","Full time employees",44500,
"Dec-13","Financial and insurance services","Total","Full time employees",43800,
"Sep-13","Financial and insurance services","Total","Full time employees",42500,
"Jun-13","Financial and insurance services","Total","Full time employees",42800,
"Mar-13","Financial and insurance services","Total","Full time employees",41000,
"Dec-12","Financial and insurance services","Total","Full time employees",41000,
"Sep-12","Financial and insurance services","Total","Full time employees",42000,
"Jun-12","Financial and insurance services","Total","Full time employees",40700,
"Mar-12","Financial and insurance services","Total","Full time employees",40400,
"Dec-11","Financial and insurance services","Total","Full time employees",41600,
"Sep-11","Financial and insurance services","Total","Full time employees",40000,
"Jun-11","Financial and insurance services","Total","Full time employees",39900,
"Mar-11","Financial and insurance services","Total","Full time employees",40500,
"Dec-10","Financial and insurance services","Total","Full time employees",39700,
"Sep-10","Financial and insurance services","Total","Full time employees",39200,
"Jun-10","Financial and insurance services","Total","Full time employees",38200,
"Mar-10","Financial and insurance services","Total","Full time employees",37800,
"Dec-09","Financial and insurance services","Total","Full time employees",37900,
"Sep-09","Financial and insurance services","Total","Full time employees",39500,
"Jun-09","Financial and insurance services","Total","Full time employees",38700,
"Mar-09","Financial and insurance services","Total","Full time employees",41000,
"Dec-08","Financial and insurance services","Total","Full time employees",41100,
"Sep-08","Financial and insurance services","Total","Full time employees",41300,
"Jun-08","Financial and insurance services","Total","Full time employees",41900,
"Mar-08","Financial and insurance services","Total","Full time employees",42600,
"Dec-07","Financial and insurance services","Total","Full time employees",43200,
"Sep-07","Financial and insurance services","Total","Full time employees",41000,
"Jun-07","Financial and insurance services","Total","Full time employees",41200,
"Mar-07","Financial and insurance services","Total","Full time employees",42500,
"Dec-06","Financial and insurance services","Total","Full time employees",42500,
"Sep-06","Financial and insurance services","Total","Full time employees",42400,
"Jun-06","Financial and insurance services","Total","Full time employees",42600,
"Mar-06","Financial and insurance services","Total","Full time employees",41900,
"Dec-05","Financial and insurance services","Total","Full time employees",38900,
"Sep-05","Financial and insurance services","Total","Full time employees",38300,
"Jun-05","Financial and insurance services","Total","Full time employees",37700,
"Mar-05","Financial and insurance services","Total","Full time employees",37700,
"Dec-04","Financial and insurance services","Total","Full time employees",37800,
"Sep-04","Financial and insurance services","Total","Full time employees",38100,
"Jun-04","Financial and insurance services","Total","Full time employees",39500,
"Mar-04","Financial and insurance services","Total","Full time employees",37800,
"Dec-03","Financial and insurance services","Total","Full time employees",36400,
"Sep-03","Financial and insurance services","Total","Full time employees",38000,
"Jun-03","Financial and insurance services","Total","Full time employees",37600,
"Mar-03","Financial and insurance services","Total","Full time employees",36800,
"Dec-02","Financial and insurance services","Total","Full time employees",37100,
"Sep-02","Financial and insurance services","Total","Full time employees",37400,
"Jun-02","Financial and insurance services","Total","Full time employees",36200,
"Mar-02","Financial and insurance services","Total","Full time employees",35700,
"Dec-01","Financial and insurance services","Total","Full time employees",36700,
"Sep-01","Financial and insurance services","Total","Full time employees",36300,
"Jun-01","Financial and insurance services","Total","Full time employees",36300,
"Mar-01","Financial and insurance services","Total","Full time employees",35800,
"Dec-00","Financial and insurance services","Total","Full time employees",36200,
"Sep-00","Financial and insurance services","Total","Full time employees",36400,
"Jun-00","Financial and insurance services","Total","Full time employees",35900,
"Mar-00","Financial and insurance services","Total","Full time employees",36400,
"Sep-15","Rental, hiring and real estate services","Total","Full time employees",21500,
"Jun-15","Rental, hiring and real estate services","Total","Full time employees",21100,
"Mar-15","Rental, hiring and real estate services","Total","Full time employees",20900,
"Dec-14","Rental, hiring and real estate services","Total","Full time employees",20400,
"Sep-14","Rental, hiring and real estate services","Total","Full time employees",19500,
"Jun-14","Rental, hiring and real estate services","Total","Full time employees",20400,
"Mar-14","Rental, hiring and real estate services","Total","Full time employees",21300,
"Dec-13","Rental, hiring and real estate services","Total","Full time employees",21500,
"Sep-13","Rental, hiring and real estate services","Total","Full time employees",21000,
"Jun-13","Rental, hiring and real estate services","Total","Full time employees",20100,
"Mar-13","Rental, hiring and real estate services","Total","Full time employees",19400,
"Dec-12","Rental, hiring and real estate services","Total","Full time employees",19000,
"Sep-12","Rental, hiring and real estate services","Total","Full time employees",19300,
"Jun-12","Rental, hiring and real estate services","Total","Full time employees",19400,
"Mar-12","Rental, hiring and real estate services","Total","Full time employees",19100,
"Dec-11","Rental, hiring and real estate services","Total","Full time employees",19600,
"Sep-11","Rental, hiring and real estate services","Total","Full time employees",17400,
"Jun-11","Rental, hiring and real estate services","Total","Full time employees",15900,
"Mar-11","Rental, hiring and real estate services","Total","Full time employees",17000,
"Dec-10","Rental, hiring and real estate services","Total","Full time employees",16500,
"Sep-10","Rental, hiring and real estate services","Total","Full time employees",16000,
"Jun-10","Rental, hiring and real estate services","Total","Full time employees",16400,
"Mar-10","Rental, hiring and real estate services","Total","Full time employees",16800,
"Dec-09","Rental, hiring and real estate services","Total","Full time employees",14200,
"Sep-09","Rental, hiring and real estate services","Total","Full time employees",13700,
"Jun-09","Rental, hiring and real estate services","Total","Full time employees",14000,
"Mar-09","Rental, hiring and real estate services","Total","Full time employees",14300,
"Dec-08","Rental, hiring and real estate services","Total","Full time employees",14500,
"Sep-08","Rental, hiring and real estate services","Total","Full time employees",14100,
"Jun-08","Rental, hiring and real estate services","Total","Full time employees",13900,
"Mar-08","Rental, hiring and real estate services","Total","Full time employees",14900,
"Dec-07","Rental, hiring and real estate services","Total","Full time employees",14900,
"Sep-07","Rental, hiring and real estate services","Total","Full time employees",14500,
"Jun-07","Rental, hiring and real estate services","Total","Full time employees",14500,
"Mar-07","Rental, hiring and real estate services","Total","Full time employees",14400,
"Dec-06","Rental, hiring and real estate services","Total","Full time employees",14800,
"Sep-06","Rental, hiring and real estate services","Total","Full time employees",14300,
"Jun-06","Rental, hiring and real estate services","Total","Full time employees",14300,
"Mar-06","Rental, hiring and real estate services","Total","Full time employees",14100,
"Dec-05","Rental, hiring and real estate services","Total","Full time employees",13800,
"Sep-05","Rental, hiring and real estate services","Total","Full time employees",14200,
"Jun-05","Rental, hiring and real estate services","Total","Full time employees",14300,
"Mar-05","Rental, hiring and real estate services","Total","Full time employees",14400,
"Dec-04","Rental, hiring and real estate services","Total","Full time employees",14200,
"Sep-04","Rental, hiring and real estate services","Total","Full time employees",13900,
"Jun-04","Rental, hiring and real estate services","Total","Full time employees",14400,
"Mar-04","Rental, hiring and real estate services","Total","Full time employees",14800,
"Dec-03","Rental, hiring and real estate services","Total","Full time employees",13900,
"Sep-03","Rental, hiring and real estate services","Total","Full time employees",13800,
"Jun-03","Rental, hiring and real estate services","Total","Full time employees",14100,
"Mar-03","Rental, hiring and real estate services","Total","Full time employees",14200,
"Dec-02","Rental, hiring and real estate services","Total","Full time employees",14100,
"Sep-02","Rental, hiring and real estate services","Total","Full time employees",13800,
"Jun-02","Rental, hiring and real estate services","Total","Full time employees",13700,
"Mar-02","Rental, hiring and real estate services","Total","Full time employees",13600,
"Dec-01","Rental, hiring and real estate services","Total","Full time employees",13200,
"Sep-01","Rental, hiring and real estate services","Total","Full time employees",12800,
"Jun-01","Rental, hiring and real estate services","Total","Full time employees",12900,
"Mar-01","Rental, hiring and real estate services","Total","Full time employees",12800,
"Dec-00","Rental, hiring and real estate services","Total","Full time employees",12700,
"Sep-00","Rental, hiring and real estate services","Total","Full time employees",12800,
"Jun-00","Rental, hiring and real estate services","Total","Full time employees",12300,
"Mar-00","Rental, hiring and real estate services","Total","Full time employees",12300,
"Sep-15","Professional, scientific, technical, administrative and support services","Total","Full time employees",166500,
"Jun-15","Professional, scientific, technical, administrative and support services","Total","Full time employees",174100,
"Mar-15","Professional, scientific, technical, administrative and support services","Total","Full time employees",169500,
"Dec-14","Professional, scientific, technical, administrative and support services","Total","Full time employees",163500,
"Sep-14","Professional, scientific, technical, administrative and support services","Total","Full time employees",158800,
"Jun-14","Professional, scientific, technical, administrative and support services","Total","Full time employees",171700,
"Mar-14","Professional, scientific, technical, administrative and support services","Total","Full time employees",158600,
"Dec-13","Professional, scientific, technical, administrative and support services","Total","Full time employees",158600,
"Sep-13","Professional, scientific, technical, administrative and support services","Total","Full time employees",157400,
"Jun-13","Professional, scientific, technical, administrative and support services","Total","Full time employees",165400,
"Mar-13","Professional, scientific, technical, administrative and support services","Total","Full time employees",159200,
"Dec-12","Professional, scientific, technical, administrative and support services","Total","Full time employees",151800,
"Sep-12","Professional, scientific, technical, administrative and support services","Total","Full time employees",150500,
"Jun-12","Professional, scientific, technical, administrative and support services","Total","Full time employees",156400,
"Mar-12","Professional, scientific, technical, administrative and support services","Total","Full time employees",153200,
"Dec-11","Professional, scientific, technical, administrative and support services","Total","Full time employees",146700,
"Sep-11","Professional, scientific, technical, administrative and support services","Total","Full time employees",142700,
"Jun-11","Professional, scientific, technical, administrative and support services","Total","Full time employees",147800,
"Mar-11","Professional, scientific, technical, administrative and support services","Total","Full time employees",139900,
"Dec-10","Professional, scientific, technical, administrative and support services","Total","Full time employees",136200,
"Sep-10","Professional, scientific, technical, administrative and support services","Total","Full time employees",140800,
"Jun-10","Professional, scientific, technical, administrative and support services","Total","Full time employees",144700,
"Mar-10","Professional, scientific, technical, administrative and support services","Total","Full time employees",138300,
"Dec-09","Professional, scientific, technical, administrative and support services","Total","Full time employees",139200,
"Sep-09","Professional, scientific, technical, administrative and support services","Total","Full time employees",139200,
"Jun-09","Professional, scientific, technical, administrative and support services","Total","Full time employees",136700,
"Mar-09","Professional, scientific, technical, administrative and support services","Total","Full time employees",136900,
"Dec-08","Professional, scientific, technical, administrative and support services","Total","Full time employees",137400,
"Sep-08","Professional, scientific, technical, administrative and support services","Total","Full time employees",131700,
"Jun-08","Professional, scientific, technical, administrative and support services","Total","Full time employees",127600,
"Mar-08","Professional, scientific, technical, administrative and support services","Total","Full time employees",134000,
"Dec-07","Professional, scientific, technical, administrative and support services","Total","Full time employees",131800,
"Sep-07","Professional, scientific, technical, administrative and support services","Total","Full time employees",126400,
"Jun-07","Professional, scientific, technical, administrative and support services","Total","Full time employees",124900,
"Mar-07","Professional, scientific, technical, administrative and support services","Total","Full time employees",122900,
"Dec-06","Professional, scientific, technical, administrative and support services","Total","Full time employees",124100,
"Sep-06","Professional, scientific, technical, administrative and support services","Total","Full time employees",118700,
"Jun-06","Professional, scientific, technical, administrative and support services","Total","Full time employees",117300,
"Mar-06","Professional, scientific, technical, administrative and support services","Total","Full time employees",114400,
"Dec-05","Professional, scientific, technical, administrative and support services","Total","Full time employees",109600,
"Sep-05","Professional, scientific, technical, administrative and support services","Total","Full time employees",112000,
"Jun-05","Professional, scientific, technical, administrative and support services","Total","Full time employees",110500,
"Mar-05","Professional, scientific, technical, administrative and support services","Total","Full time employees",109700,
"Dec-04","Professional, scientific, technical, administrative and support services","Total","Full time employees",107000,
"Sep-04","Professional, scientific, technical, administrative and support services","Total","Full time employees",102800,
"Jun-04","Professional, scientific, technical, administrative and support services","Total","Full time employees",104800,
"Mar-04","Professional, scientific, technical, administrative and support services","Total","Full time employees",107200,
"Dec-03","Professional, scientific, technical, administrative and support services","Total","Full time employees",99200,
"Sep-03","Professional, scientific, technical, administrative and support services","Total","Full time employees",97700,
"Jun-03","Professional, scientific, technical, administrative and support services","Total","Full time employees",98500,
"Mar-03","Professional, scientific, technical, administrative and support services","Total","Full time employees",99200,
"Dec-02","Professional, scientific, technical, administrative and support services","Total","Full time employees",98300,
"Sep-02","Professional, scientific, technical, administrative and support services","Total","Full time employees",96100,
"Jun-02","Professional, scientific, technical, administrative and support services","Total","Full time employees",96200,
"Mar-02","Professional, scientific, technical, administrative and support services","Total","Full time employees",94700,
"Dec-01","Professional, scientific, technical, administrative and support services","Total","Full time employees",91600,
"Sep-01","Professional, scientific, technical, administrative and support services","Total","Full time employees",89200,
"Jun-01","Professional, scientific, technical, administrative and support services","Total","Full time employees",89900,
"Mar-01","Professional, scientific, technical, administrative and support services","Total","Full time employees",89400,
"Dec-00","Professional, scientific, technical, administrative and support services","Total","Full time employees",88500,
"Sep-00","Professional, scientific, technical, administrative and support services","Total","Full time employees",88900,
"Jun-00","Professional, scientific, technical, administrative and support services","Total","Full time employees",85500,
"Mar-00","Professional, scientific, technical, administrative and support services","Total","Full time employees",85600,
"Sep-15","Public administration and safety","Total","Full time employees",85500,
"Jun-15","Public administration and safety","Total","Full time employees",85100,
"Mar-15","Public administration and safety","Total","Full time employees",85400,
"Dec-14","Public administration and safety","Total","Full time employees",85600,
"Sep-14","Public administration and safety","Total","Full time employees",84900,
"Jun-14","Public administration and safety","Total","Full time employees",85500,
"Mar-14","Public administration and safety","Total","Full time employees",84200,
"Dec-13","Public administration and safety","Total","Full time employees",83100,
"Sep-13","Public administration and safety","Total","Full time employees",82700,
"Jun-13","Public administration and safety","Total","Full time employees",81200,
"Mar-13","Public administration and safety","Total","Full time employees",82000,
"Dec-12","Public administration and safety","Total","Full time employees",80700,
"Sep-12","Public administration and safety","Total","Full time employees",76000,
"Jun-12","Public administration and safety","Total","Full time employees",77800,
"Mar-12","Public administration and safety","Total","Full time employees",77500,
"Dec-11","Public administration and safety","Total","Full time employees",77400,
"Sep-11","Public administration and safety","Total","Full time employees",77100,
"Jun-11","Public administration and safety","Total","Full time employees",76200,
"Mar-11","Public administration and safety","Total","Full time employees",78700,
"Dec-10","Public administration and safety","Total","Full time employees",78400,
"Sep-10","Public administration and safety","Total","Full time employees",79800,
"Jun-10","Public administration and safety","Total","Full time employees",79200,
"Mar-10","Public administration and safety","Total","Full time employees",78900,
"Dec-09","Public administration and safety","Total","Full time employees",77200,
"Sep-09","Public administration and safety","Total","Full time employees",77100,
"Jun-09","Public administration and safety","Total","Full time employees",78300,
"Mar-09","Public administration and safety","Total","Full time employees",78200,
"Dec-08","Public administration and safety","Total","Full time employees",78600,
"Sep-08","Public administration and safety","Total","Full time employees",77300,
"Jun-08","Public administration and safety","Total","Full time employees",77300,
"Mar-08","Public administration and safety","Total","Full time employees",76500,
"Dec-07","Public administration and safety","Total","Full time employees",76900,
"Sep-07","Public administration and safety","Total","Full time employees",75400,
"Jun-07","Public administration and safety","Total","Full time employees",75100,
"Mar-07","Public administration and safety","Total","Full time employees",74500,
"Dec-06","Public administration and safety","Total","Full time employees",73300,
"Sep-06","Public administration and safety","Total","Full time employees",71600,
"Jun-06","Public administration and safety","Total","Full time employees",71500,
"Mar-06","Public administration and safety","Total","Full time employees",73000,
"Dec-05","Public administration and safety","Total","Full time employees",71400,
"Sep-05","Public administration and safety","Total","Full time employees",69600,
"Jun-05","Public administration and safety","Total","Full time employees",68800,
"Mar-05","Public administration and safety","Total","Full time employees",67600,
"Dec-04","Public administration and safety","Total","Full time employees",67200,
"Sep-04","Public administration and safety","Total","Full time employees",65900,
"Jun-04","Public administration and safety","Total","Full time employees",65000,
"Mar-04","Public administration and safety","Total","Full time employees",65300,
"Dec-03","Public administration and safety","Total","Full time employees",64800,
