Quarter,Industry,Sex,Employment status,Value,Flags
Jun-06,"Professional, scientific, technical, administrative and support services",Female,Full time employees,55900,
Mar-06,"Professional, scientific, technical, administrative and support services",Male,Full time employees,60100,
Mar-06,"Professional, scientific, technical, administrative and support services",Female,Full time employees,54300,
Dec-05,"Professional, scientific, technical, administrative and support services",Male,Full time employees,56200,
Dec-05,"Professional, scientific, technical, administrative and support services",Female,Full time employees,53400,
Sep-05,"Professional, scientific, technical, administrative and support services",Male,Full time employees,58700,
Sep-05,"Professional, scientific, technical, administrative and support services",Female,Full time employees,53300,
Jun-05,"Professional, scientific, technical, administrative and support services",Male,Full time employees,58100,
Jun-05,"Professional, scientific, technical, administrative and support services",Female,Full time employees,52500,
Mar-05,"Professional, scientific, technical, administrative and support services",Male,Full time employees,57000,
Mar-05,"Professional, scientific, technical, administrative and support services",Female,Full time employees,52700,
Dec-04,"Professional, scientific, technical, administrative and support services",Male,Full time employees,54600,
Dec-04,"Professional, scientific, technical, administrative and support services",Female,Full time employees,52400,
Sep-04,"Professional, scientific, technical, administrative and support services",Male,Full time employees,51500,
Sep-04,"Professional, scientific, technical, administrative and support services",Female,Full time employees,51300,
Jun-04,"Professional, scientific, technical, administrative and support services",Male,Full time employees,50500,
Jun-04,"Professional, scientific, technical, administrative and support services",Female,Full time employees,54300,
Mar-04,"Professional, scientific, technical, administrative and support services",Male,Full time employees,56200,
Mar-04,"Professional, scientific, technical, administrative and support services",Female,Full time employees,51100,
Dec-03,"Professional, scientific, technical, administrative and support services",Male,Full time employees,50100,
Dec-03,"Professional, scientific, technical, administrative and support services",Female,Full time employees,49100,
Sep-03,"Professional, scientific, technical, administrative and support services",Male,Full time employees,50400,
Sep-03,"Professional, scientific, technical, administrative and support services",Female,Full time employees,47300,
Jun-03,"Professional, scientific, technical, administrative and support services",Male,Full time employees,50700,
Jun-03,"Professional, scientific, technical, administrative and support services",Female,Full time employees,47800,
Mar-03,"Professional, scientific, technical, administrative and support services",Male,Full time employees,51600,
Mar-03,"Professional, scientific, technical, administrative and support services",Female,Full time employees,47600,
Dec-02,"Professional, scientific, technical, administrative and support services",Male,Full time employees,50300,
Dec-02,"Professional, scientific, technical, administrative and support services",Female,Full time employees,48000,
Sep-02,"Professional, scientific, technical, administrative and support services",Male,Full time employees,48600,
Sep-02,"Professional, scientific, technical, administrative and support services",Female,Full time employees,47500,
Jun-02,"Professional, scientific, technical, administrative and support services",Male,Full time employees,50100,
Jun-02,"Professional, scientific, technical, administrative and support services",Female,Full time employees,46000,
Mar-02,"Professional, scientific, technical, administrative and support services",Male,Full time employees,48000,
Mar-02,"Professional, scientific, technical, administrative and support services",Female,Full time employees,46700,
Dec-01,"Professional, scientific, technical, administrative and support services",Male,Full time employees,45400,
Dec-01,"Professional, scientific, technical, administrative and support services",Female,Full time employees,46100,
Sep-01,"Professional, scientific, technical, administrative and support services",Male,Full time employees,44200,
Sep-01,"Professional, scientific, technical, administrative and support services",Female,Full time employees,45000,
Jun-01,"Professional, scientific, technical, administrative and support services",Male,Full time employees,45200,
Jun-01,"Professional, scientific, technical, administrative and support services",Female,Full time employees,44700,
Mar-01,"Professional, scientific, technical, administrative and support services",Male,Full time employees,45300,
Mar-01,"Professional, scientific, technical, administrative and support services",Female,Full time employees,44000,
Dec-00,"Professional, scientific, technical, administrative and support services",Male,Full time employees,44200,
Dec-00,"Professional, scientific, technical, administrative and support services",Female,Full time employees,44200,
Sep-00,"Professional, scientific, technical, administrative and support services",Male,Full time employees,43700,
Sep-00,"Professional, scientific, technical, administrative and support services",Female,Full time employees,45200,
Jun-00,"Professional, scientific, technical, administrative and support services",Male,Full time employees,42100,
Jun-00,"Professional, scientific, technical, administrative and support services",Female,Full time employees,43400,
Mar-00,"Professional, scientific, technical, administrative and support services",Male,Full time employees,42800,
Mar-00,"Professional, scientific, technical, administrative and support services",Female,Full time employees,42800,
Sep-15,Education and training,Male,Full time employees,35300,
Sep-15,Education and training,Female,Full time employees,67900,
Jun-15,Education and training,Male,Full time employees,33400,
Jun-15,Education and training,Female,Full time employees,66300,
Mar-15,Education and training,Male,Full time employees,32100,
Mar-15,Education and training,Female,Full time employees,63700,
Dec-14,Education and training,Male,Full time employees,33500,
Dec-14,Education and training,Female,Full time employees,67400,
Sep-14,Education and training,Male,Full time employees,33500,
Sep-14,Education and training,Female,Full time employees,65600,
Jun-14,Education and training,Male,Full time employees,33000,
Jun-14,Education and training,Female,Full time employees,65900,
Mar-14,Education and training,Male,Full time employees,31200,
Mar-14,Education and training,Female,Full time employees,59800,
Dec-13,Education and training,Male,Full time employees,33200,
Dec-13,Education and training,Female,Full time employees,67700,
Sep-13,Education and training,Male,Full time employees,32900,
Sep-13,Education and training,Female,Full time employees,65300,
Jun-13,Education and training,Male,Full time employees,32600,
Jun-13,Education and training,Female,Full time employees,65400,
Mar-13,Education and training,Male,Full time employees,30500,
Mar-13,Education and training,Female,Full time employees,60300,
Dec-12,Education and training,Male,Full time employees,33400,
Dec-12,Education and training,Female,Full time employees,68500,
Sep-12,Education and training,Male,Full time employees,32800,
Sep-12,Education and training,Female,Full time employees,66100,
Jun-12,Education and training,Male,Full time employees,32600,
Jun-12,Education and training,Female,Full time employees,66500,
Mar-12,Education and training,Male,Full time employees,28800,
Mar-12,Education and training,Female,Full time employees,58900,
Dec-11,Education and training,Male,Full time employees,32400,
Dec-11,Education and training,Female,Full time employees,67700,
Sep-11,Education and training,Male,Full time employees,32800,
Sep-11,Education and training,Female,Full time employees,66000,
Jun-11,Education and training,Male,Full time employees,32700,
Jun-11,Education and training,Female,Full time employees,66900,
Mar-11,Education and training,Male,Full time employees,30000,
Mar-11,Education and training,Female,Full time employees,60100,
Dec-10,Education and training,Male,Full time employees,32500,
Dec-10,Education and training,Female,Full time employees,67200,
Sep-10,Education and training,Male,Full time employees,33100,
Sep-10,Education and training,Female,Full time employees,65700,
Jun-10,Education and training,Male,Full time employees,32900,
Jun-10,Education and training,Female,Full time employees,64600,
Mar-10,Education and training,Male,Full time employees,30800,
Mar-10,Education and training,Female,Full time employees,59500,
Dec-09,Education and training,Male,Full time employees,31800,
Dec-09,Education and training,Female,Full time employees,65500,
Sep-09,Education and training,Male,Full time employees,32100,
Sep-09,Education and training,Female,Full time employees,65200,
Jun-09,Education and training,Male,Full time employees,32000,
Jun-09,Education and training,Female,Full time employees,64600,
Mar-09,Education and training,Male,Full time employees,31800,
Mar-09,Education and training,Female,Full time employees,63800,
Dec-08,Education and training,Male,Full time employees,32900,
Dec-08,Education and training,Female,Full time employees,65900,
Sep-08,Education and training,Male,Full time employees,32700,
Sep-08,Education and training,Female,Full time employees,64300,
Jun-08,Education and training,Male,Full time employees,31800,
Jun-08,Education and training,Female,Full time employees,62200,
Mar-08,Education and training,Male,Full time employees,30800,
Mar-08,Education and training,Female,Full time employees,58500,
Dec-07,Education and training,Male,Full time employees,32200,
Dec-07,Education and training,Female,Full time employees,62500,
Sep-07,Education and training,Male,Full time employees,32400,
Sep-07,Education and training,Female,Full time employees,62000,
Jun-07,Education and training,Male,Full time employees,31600,
Jun-07,Education and training,Female,Full time employees,61100,
Mar-07,Education and training,Male,Full time employees,30900,
Mar-07,Education and training,Female,Full time employees,57200,
Dec-06,Education and training,Male,Full time employees,32600,
Dec-06,Education and training,Female,Full time employees,62100,
Sep-06,Education and training,Male,Full time employees,32000,
Sep-06,Education and training,Female,Full time employees,61400,
Jun-06,Education and training,Male,Full time employees,32200,
Jun-06,Education and training,Female,Full time employees,61200,
Mar-06,Education and training,Male,Full time employees,31200,
Mar-06,Education and training,Female,Full time employees,56100,
Dec-05,Education and training,Male,Full time employees,33400,
Dec-05,Education and training,Female,Full time employees,61500,
Sep-05,Education and training,Male,Full time employees,32600,
Sep-05,Education and training,Female,Full time employees,58900,
Jun-05,Education and training,Male,Full time employees,32700,
Jun-05,Education and training,Female,Full time employees,56100,
Mar-05,Education and training,Male,Full time employees,31800,
Mar-05,Education and training,Female,Full time employees,56000,
Dec-04,Education and training,Male,Full time employees,34400,
Dec-04,Education and training,Female,Full time employees,62900,
Sep-04,Education and training,Male,Full time employees,34000,
Sep-04,Education and training,Female,Full time employees,61400,
Jun-04,Education and training,Male,Full time employees,34100,
Jun-04,Education and training,Female,Full time employees,60600,
Mar-04,Education and training,Male,Full time employees,32700,
Mar-04,Education and training,Female,Full time employees,58100,
Dec-03,Education and training,Male,Full time employees,33700,
Dec-03,Education and training,Female,Full time employees,61100,
Sep-03,Education and training,Male,Full time employees,33600,
Sep-03,Education and training,Female,Full time employees,59100,
Jun-03,Education and training,Male,Full time employees,33000,
Jun-03,Education and training,Female,Full time employees,58800,
Mar-03,Education and training,Male,Full time employees,32100,
Mar-03,Education and training,Female,Full time employees,56300,
Dec-02,Education and training,Male,Full time employees,32900,
Dec-02,Education and training,Female,Full time employees,57700,
Sep-02,Education and training,Male,Full time employees,32300,
Sep-02,Education and training,Female,Full time employees,55800,
Jun-02,Education and training,Male,Full time employees,31900,
Jun-02,Education and training,Female,Full time employees,54900,
Mar-02,Education and training,Male,Full time employees,30900,
Mar-02,Education and training,Female,Full time employees,52300,
Dec-01,Education and training,Male,Full time employees,30700,
Dec-01,Education and training,Female,Full time employees,54300,
Sep-01,Education and training,Male,Full time employees,30800,
Sep-01,Education and training,Female,Full time employees,53900,
Jun-01,Education and training,Male,Full time employees,30400,
Jun-01,Education and training,Female,Full time employees,53400,
Mar-01,Education and training,Male,Full time employees,29400,
Mar-01,Education and training,Female,Full time employees,51200,
Dec-00,Education and training,Male,Full time employees,31000,
Dec-00,Education and training,Female,Full time employees,52800,
Sep-00,Education and training,Male,Full time employees,30800,
Sep-00,Education and training,Female,Full time employees,51800,
Jun-00,Education and training,Male,Full time employees,30800,
Jun-00,Education and training,Female,Full time employees,51500,
Mar-00,Education and training,Male,Full time employees,30600,
Mar-00,Education and training,Female,Full time employees,49600,
